alamat,harga,kamar_tidur,bangunan,lahan,kamar_mandi,sistem_alarm,gym,internet_broadband_wifi,tv_kabel,pemanas_ruangan,air_panas,telepon,tv,kitchen_set,garasi,secure_parking,kolam_renang,lapangan_tenis,balkon,dek,halaman_terbuka,area_hiburan_outdoor,pagar_penuh,taman,keamanan_24_jam,taman_bermain_anak,latitude,longitude
Umbulharjo,860000000,3,80,65,2,N,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,-7.8143777,110.3873737
Danurejan,3115000000,4,120,226,3,N,N,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N,-7.7928424,110.3717946
Ngampilan,2675000000,4,120,156,3,N,N,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,-7.80218335,110.3576025
Umbulharjo,470000000,3,95,70,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Kotagede,678000000,3,110,149,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Umbulharjo,1150000000,3,94,161,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N,-7.8143777,110.3873737
Mergangsan,6500000000,6,300,1137,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8147344,110.372558
Yogyakarta,15000000000,8,993,774,6,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Wirobrajan,2200000000,4,200,252,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8026238,110.3504467
Gondokusuman,40000000000,13,1185,996,7,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,-7.78674395,110.3809996
Tegalrejo,2900000000,6,252,144,6,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,-7.78045495,110.355073
Umbulharjo,5000000000,6,400,320,5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Umbulharjo,3100000000,4,300,160,4,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,Y,N,-7.8143777,110.3873737
Yogyakarta,2999000000,16,253,285,7,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Pakualaman,6500000000,4,350,722,3,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,-7.80043375,110.3762266
Mergangsan,2500000000,10,430,370,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8147344,110.372558
Gondokusuman,4300000000,5,161,782,2,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,Y,Y,N,Y,-7.78674395,110.3809996
Tegalrejo,2100000000,4,225,150,3,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,Y,N,Y,Y,Y,N,-7.78045495,110.355073
Umbulharjo,2100000000,4,200,133,3,N,N,N,N,N,N,N,N,Y,N,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,-7.8143777,110.3873737
Wirobrajan,2800000000,4,170,213,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8026238,110.3504467
Umbulharjo,1600000000,6,240,285,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Kotagede,580000000,2,45,66,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Umbulharjo,2200000000,4,195,133,3,N,N,N,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,-7.8143777,110.3873737
Tegalrejo,1900000000,4,180,130,4,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,-7.78045495,110.355073
Umbulharjo,2500000000,4,164,133,3,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Umbulharjo,900000000,2,50,81,1,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N,-7.8143777,110.3873737
Mantrijeron,1200000000,5,210,112,2,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,N,-7.81806785,110.3597226
Tegalrejo,4200000000,7,163,693,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78045495,110.355073
Yogyakarta,2091525000,4,110,196,3,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Umbulharjo,4000000000,10,540,418,8,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Umbulharjo,1800000000,3,120,79,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Umbulharjo,2500000000,9,374,198,5,N,N,N,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,Y,N,Y,N,Y,N,-7.8143777,110.3873737
Umbulharjo,875000000,4,90,113,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Umbulharjo,1500000000,5,147,323,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Umbulharjo,2500000000,9,300,412,7,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,-7.8143777,110.3873737
Yogyakarta,8100000000,2,270,270,1,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Umbulharjo,1650000000,4,125,105,3,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,-7.8143777,110.3873737
Umbulharjo,2200000000,9,100,280,2,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Wirobrajan,1450000000,3,130,130,3,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,-7.8026238,110.3504467
Umbulharjo,2300000000,4,250,174,3,N,N,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,Y,Y,Y,Y,-7.8143777,110.3873737
Kotagede,669000000,3,60,99,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Tegalrejo,1750000000,3,96,127,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78045495,110.355073
Jetis,1000000000,5,174,87,2,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,Y,-8.0351266,110.4908351
Tegalrejo,2350000000,3,60,196,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78045495,110.355073
Umbulharjo,3000000000,6,300,440,4,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,-7.8143777,110.3873737
Yogyakarta,1750000000,3,60,125,2,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,-7.8011945,110.364917
Umbulharjo,1300000000,3,150,110,1,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,Y,Y,N,N,-7.8143777,110.3873737
Gondokusuman,285000000,2,36,97,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78674395,110.3809996
Wirobrajan,4400000000,7,545,526,5,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8026238,110.3504467
Gondokusuman,725000000,3,71,114,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78674395,110.3809996
Tegalrejo,8500000000,7,439,400,6,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78045495,110.355073
Tegalrejo,9300000000,5,503,525,4,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78045495,110.355073
Kotagede,825000000,3,70,90,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Jetis,2300000000,5,220,225,2,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,-8.0351266,110.4908351
Umbulharjo,2500000000,3,200,189,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Yogyakarta,1750000000,3,96,127,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Umbulharjo,3000000000,6,300,440,4,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,Y,N,-7.8143777,110.3873737
Mergangsan,12500000000,21,300,2455,8,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,-7.8147344,110.372558
Tegalrejo,6000000000,6,300,316,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78045495,110.355073
Umbulharjo,3000000000,6,300,440,4,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,Y,Y,N,-7.8143777,110.3873737
Umbulharjo,3000000000,6,300,440,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Umbulharjo,3000000000,6,300,440,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Umbulharjo,4400000000,7,550,525,5,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Mantrijeron,4200000000,6,263,198,5,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81806785,110.3597226
Mantrijeron,4800000000,7,353,257,4,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81806785,110.3597226
Gondomanan,1100000000,4,45,118,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.80239475,110.3661123
Wirobrajan,9300000000,5,502,524,4,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8026238,110.3504467
Wirobrajan,8500000000,7,443,405,6,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8026238,110.3504467
Gondomanan,6500000000,17,411,453,17,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.80239475,110.3661123
Umbulharjo,6500000000,11,550,500,11,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Pakualaman,655000000,2,40,100,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.80043375,110.3762266
Yogyakarta,1198050000,4,87,152,3,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Yogyakarta,513800000,2,40,182,1,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Yogyakarta,1141000000,4,88,152,4,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,-7.8011945,110.364917
Mantrijeron,950000000,2,100,140,1,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,-7.81806785,110.3597226
Mantrijeron,875000000,3,55,125,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81806785,110.3597226
Wirobrajan,750000000,9,250,191,3,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,-7.8026238,110.3504467
Umbulharjo,850000000,3,100,238,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N,-7.8143777,110.3873737
Umbulharjo,1300000000,3,120,147,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,-7.8143777,110.3873737
Wirobrajan,960000000,3,75,85,2,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,-7.8026238,110.3504467
Yogyakarta,635000000,3,90,167,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Umbulharjo,1800000000,5,150,235,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Umbulharjo,860000000,3,65,80,2,N,N,Y,N,N,N,N,N,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,-7.8143777,110.3873737
Tegalrejo,550000000,2,45,124,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78045495,110.355073
Umbulharjo,3000000000,6,300,440,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Mantrijeron,1350000000,3,65,90,3,Y,N,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,-7.81806785,110.3597226
Tegalrejo,990000000,3,100,100,2,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,-7.78045495,110.355073
Mantrijeron,2900000000,3,140,280,3,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,Y,N,N,-7.81806785,110.3597226
Mantrijeron,8200000000,10,350,1241,5,N,N,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,-7.81806785,110.3597226
Yogyakarta,500000000,2,40,101,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Wirobrajan,960000000,3,75,85,2,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,Y,Y,Y,-7.8026238,110.3504467
Umbulharjo,1000000000,3,110,124,2,N,N,N,N,N,N,N,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,-7.8143777,110.3873737
Yogyakarta,1150000000,6,144,144,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Mergangsan,750000000,2,130,159,2,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,-7.8147344,110.372558
Umbulharjo,1000000000,10,350,206,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Wirobrajan,730000000,10,191,191,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8026238,110.3504467
Umbulharjo,1500000000,4,250,300,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Kotagede,1200000000,3,120,95,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Tegalrejo,2800000000,4,170,213,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,-7.78045495,110.355073
Gondokusuman,4300000000,5,161,782,2,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,Y,-7.78674395,110.3809996
Umbulharjo,3500000000,13,540,418,8,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Kraton,2300000000,7,300,330,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8087986,110.3627263
Mantrijeron,3300000000,3,140,280,3,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,-7.81806785,110.3597226
Kraton,2350000000,4,200,393,3,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8087986,110.3627263
Umbulharjo,1700000000,10,200,225,10,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Umbulharjo,2000000000,5,200,260,3,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Mergangsan,7000000000,4,400,527,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8147344,110.372558
Mantrijeron,2900000000,3,180,535,3,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,-7.81806785,110.3597226
Wirobrajan,1900000000,5,210,250,1,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8026238,110.3504467
Umbulharjo,450000000,3,40,108,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Umbulharjo,6500000000,4,550,500,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Gondokusuman,20000000000,18,700,895,16,N,N,Y,Y,N,N,N,N,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,N,Y,-7.78674395,110.3809996
Umbulharjo,195000000,3,70,89,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Kotagede,3800000000,5,300,273,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Yogyakarta,485000000,2,45,95,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Yogyakarta,3200000000,8,220,220,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Tegalrejo,2900000000,7,263,325,5,N,N,Y,Y,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,-7.78045495,110.355073
Umbulharjo,2500000000,9,300,412,7,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,Y,N,N,-7.8143777,110.3873737
Tegalrejo,8500000000,7,442,405,6,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78045495,110.355073
Kotagede,950000000,3,90,131,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Gondokusuman,2700000000,5,230,300,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,-7.78674395,110.3809996
Gondokusuman,2500000000,4,220,189,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78674395,110.3809996
Tegalrejo,2900000000,7,250,325,5,N,N,Y,N,N,N,N,N,N,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N,-7.78045495,110.355073
Umbulharjo,1295000000,3,130,160,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Mantrijeron,1900000000,4,80,471,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,-7.81806785,110.3597226
Tegalrejo,4400000000,7,553,526,5,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78045495,110.355073
Mantrijeron,2800000000,7,187,187,6,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81806785,110.3597226
Gondokusuman,4300000000,5,400,640,3,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,Y,-7.78674395,110.3809996
Umbulharjo,2250000000,6,200,200,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Yogyakarta,3000000000,7,263,325,5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Mantrijeron,700000000,3,85,78,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81806785,110.3597226
Kotagede,690000000,2,40,111,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,-7.81831055,110.3979409
Gondokusuman,497000000,2,40,480,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78674395,110.3809996
Wirobrajan,3110000000,4,195,295,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8026238,110.3504467
Kotagede,698000000,2,40,111,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,Y,N,N,-7.81831055,110.3979409
Kotagede,698000000,2,40,111,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,Y,N,N,-7.81831055,110.3979409
Kotagede,2600000000,4,302,159,4,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Mantrijeron,2000000000,4,254,152,3,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81806785,110.3597226
Umbulharjo,7500000000,4,350,722,3,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,-7.8143777,110.3873737
Kotagede,4200000000,5,257,276,4,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Kotagede,4200000000,6,260,195,5,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Gondokusuman,6500000000,4,200,286,4,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,Y,N,Y,N,Y,Y,N,N,-7.78674395,110.3809996
Umbulharjo,1250000000,8,200,234,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Umbulharjo,430000000,2,90,45,2,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Pakualaman,25000000000,8,1000,429,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.80043375,110.3762266
Umbulharjo,850000000,3,100,238,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Tegalrejo,750000000,5,150,150,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78045495,110.355073
Umbulharjo,8100000000,10,300,545,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Mergangsan,1300000000,3,180,104,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8147344,110.372558
Gondomanan,2825000000,4,120,202,3,N,N,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N,-7.80239475,110.3661123
Tegalrejo,2350000000,3,160,196,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78045495,110.355073
Umbulharjo,2000000000,10,301,420,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Umbulharjo,1300000000,3,110,150,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Kotagede,1400000000,3,125,162,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Umbulharjo,900000000,3,135,135,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Umbulharjo,1250000000,3,94,161,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Wirobrajan,2550000000,4,255,245,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8026238,110.3504467
Yogyakarta,450000000,3,50,95,1,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,Y,Y,N,-7.8011945,110.364917
Umbulharjo,2100000000,4,195,133,3,N,N,N,N,N,Y,N,N,Y,N,Y,N,N,Y,N,N,N,Y,Y,N,N,-7.8143777,110.3873737
Umbulharjo,2100000000,4,195,133,3,N,N,N,N,N,Y,N,N,Y,N,Y,N,N,Y,N,N,N,Y,Y,N,N,-7.8143777,110.3873737
Yogyakarta,850000000,4,100,100,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8011945,110.364917
Umbulharjo,860000000,3,80,65,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.8143777,110.3873737
Ngampilan,5500000000,3,200,200,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.80218335,110.3576025
Umbulharjo,2100000000,4,190,133,3,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,Y,Y,N,N,-7.8143777,110.3873737
Tegalrejo,850000000,5,100,339,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,-7.78045495,110.355073
Danurejan,2000000000,5,200,243,3,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,Y,N,N,N,-7.7928424,110.3717946
Umbulharjo,2000000000,9,250,222,4,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,Y,N,N,N,-7.8143777,110.3873737
Tegalrejo,3600000000,6,330,400,5,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,Y,N,Y,N,N,N,-7.78045495,110.355073
Tegalrejo,1700000000,3,90,154,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.78045495,110.355073
Kotagede,4800000000,8,200,800,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81831055,110.3979409
Wirobrajan,2000000000,3,100,82,2,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,-7.8026238,110.3504467
Umbulharjo,2000000000,18,200,120,18,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,-7.8143777,110.3873737
Gondokusuman,7800000000,12,550,779,6,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,-7.78674395,110.3809996
Tegalrejo,2900000000,5,252,144,4,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,Y,Y,Y,Y,N,-7.78045495,110.355073
Pakualaman,15000000000,7,349,684,7,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.80043375,110.3762266
Umbulharjo,3000000000,6,300,440,4,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,-7.8143777,110.3873737
Mantrijeron,1100000000,3,150,115,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,-7.81806785,110.3597226
