alamat,harga,kamar_tidur,bangunan,lahan,kamar_mandi,sistem_alarm,gym,internet_broadband_wifi,tv_kabel,pemanas_ruangan,air_panas,telepon,tv,kitchen_set,garasi,secure_parking,kolam_renang,lapangan_tenis,balkon,dek,halaman_terbuka,area_hiburan_outdoor,pagar_penuh,taman,keamanan_24_jam,taman_bermain_anak
Pakualaman,15000000000,7,349,684,7,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,3000000000,6,300,440,4,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,N
Mantrijeron,1100000000,3,150,115,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Wirobrajan,3200000000,4,220,340,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Wirobrajan,1200000000,4,130,111,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Wirobrajan,1600000000,4,200,109,2,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,Y,Y,Y,N
Gondokusuman,4300000000,5,161,782,2,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,Y,Y,Y
Pakualaman,15000000000,8,350,684,6,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y
Kotagede,675000000,2,40,111,1,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N
Umbulharjo,25000000000,41,2900,2084,43,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y
Mergangsan,1300000000,4,183,280,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,3000000000,6,300,440,4,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,N
Umbulharjo,2100000000,4,196,133,4,N,N,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,Y,Y,N,N
Umbulharjo,850000000,3,100,128,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Gondokusuman,1450000000,4,140,204,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,2000000000,10,360,183,9,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,1800000000,6,220,160,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Mantrijeron,38000000000,8,500,1500,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Jetis,3500000000,5,340,180,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Kraton,4250000000,7,300,400,5,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,N
Gondokusuman,36600000000,8,850,1220,5,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,Y,Y,N,Y
Wirobrajan,1450000000,3,130,86,3,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,Y,Y,Y
Kotagede,1550000000,4,200,251,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Mantrijeron,1200000000,5,210,112,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,1350000000,3,125,162,2,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,800000000,2,60,87,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,299000000,2,37,92,1,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
Mantrijeron,2500000000,5,300,368,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,1699425000,4,95,143,3,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
Umbulharjo,1750000000,4,124,100,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N
Yogyakarta,2110500000,4,109,200,3,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N
Gondokusuman,40000000000,13,1185,996,8,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,Y,Y,Y,Y
Umbulharjo,1850000000,4,175,125,3,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N
Gondokusuman,15000000000,10,800,800,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N
Wirobrajan,118923250,2,40,79,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,799000000,3,85,125,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,780000000,3,80,100,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,1300000000,2,100,150,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,7500000000,4,350,722,3,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N
Umbulharjo,17000000000,12,900,2021,12,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N
Umbulharjo,1500000000,3,150,110,2,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,Y,Y,N,N,Y,N,N
Wirobrajan,650000000,2,79,79,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,1200000000,2,150,150,2,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N
Umbulharjo,4500000000,14,400,689,14,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Wirobrajan,3000000000,5,200,615,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N
Umbulharjo,3500000000,5,160,280,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N
Kraton,4000000000,5,300,350,5,N,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,Y,N,Y,Y,N,N
Umbulharjo,730000000,3,57,101,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N
Wirobrajan,1000000000,3,90,128,2,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,Y,N
Yogyakarta,10000000000,4,500,3400,4,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,Y,N,N
Umbulharjo,9000000000,6,500,1350,4,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
Umbulharjo,3500000000,13,540,418,8,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N
Umbulharjo,5500000000,19,530,457,20,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,Y,Y,N,N
Umbulharjo,6500000000,11,500,500,11,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N
Umbulharjo,7500000000,4,350,722,3,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N
Umbulharjo,960000000,3,70,112,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,250000000,2,36,95,1,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,Y,N
Mantrijeron,2600000000,5,300,505,5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,690000000,2,40,111,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N
Jetis,700900000,2,52,90,1,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N
Umbulharjo,2900000000,9,250,241,5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,1100000000,4,160,154,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Tegalrejo,5500000000,6,350,400,6,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,N
Umbulharjo,5000000000,6,320,536,3,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N
Umbulharjo,6500000000,11,550,500,11,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,675000000,2,60,90,1,Y,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N
Kotagede,675000000,3,60,78,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N
Umbulharjo,3500000000,5,200,340,3,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y
Jetis,2500000000,3,150,180,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,5900000000,36,303,1016,36,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,3500000000,13,542,423,8,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,3500000000,5,402,295,4,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,3000000000,6,300,440,4,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,N
Wirobrajan,318000000,2,36,71,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Tegalrejo,33000000000,10,600,1700,6,N,N,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,Y
Kotagede,1300000000,2,63,147,1,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Tegalrejo,4400000000,7,549,526,5,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Mantrijeron,3000000000,6,150,361,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Mergangsan,6500000000,4,350,722,3,N,N,Y,N,N,Y,N,N,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,N,Y
Tegalrejo,2300000000,4,155,138,4,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,2100000000,2,205,325,3,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Tegalrejo,2300000000,3,247,152,2,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,3000000000,6,300,440,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,950000000,3,90,111,2,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,N
Gondokusuman,2900000000,4,220,189,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,2800000000,3,160,305,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Kraton,4300000000,5,300,350,5,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,9700000000,8,500,1140,4,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,Y,N,N
Umbulharjo,1400000000,4,140,428,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,960000000,2,130,137,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Mantrijeron,1300000000,2,66,147,1,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,5000000000,7,400,380,6,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,1182300000,4,85,152,2,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N
Yogyakarta,2091525000,4,110,195,3,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N
Gondomanan,4500000000,5,430,535,4,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,Y
Umbulharjo,3900000000,8,231,240,9,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y
Yogyakarta,390090099,2,90,40,1,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
Kotagede,730000000,3,40,101,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,1699425000,4,95,143,3,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
Yogyakarta,715000000,3,53,137,1,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
Gondokusuman,24000000000,8,450,842,3,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,N
Yogyakarta,668000000,3,54,127,1,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
Umbulharjo,2250000000,3,142,104,2,N,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,Y,Y,N,N
Umbulharjo,2600000000,3,129,227,2,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,465000000,3,70,50,1,N,N,Y,Y,N,N,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,Y,N,Y
Mergangsan,1300000000,4,183,280,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Tegalrejo,850000000,4,100,339,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,N,N
Pakualaman,13250000000,9,350,914,7,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,2500000000,6,280,255,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Tegalrejo,15000000000,7,450,636,7,N,N,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N
Yogyakarta,430000000,2,36,105,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,1190000000,3,140,144,3,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N
Mantrijeron,899000000,2,100,140,2,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N
Umbulharjo,2100000000,3,130,113,4,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N
Mantrijeron,750000000,3,70,119,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Gondokusuman,6500000000,18,600,525,7,N,N,Y,Y,N,Y,N,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,N,Y,N
Umbulharjo,1350000000,3,125,162,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Mergangsan,1500000000,10,148,197,6,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,1250000000,4,180,108,3,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Tegalrejo,350000000,3,120,63,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,4400000000,7,550,525,5,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Mergangsan,595000000,4,100,132,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Kraton,4500000000,5,300,300,5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Mantrijeron,1500000000,5,247,136,4,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Mantrijeron,950000000,4,189,101,2,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Mantrijeron,2350000000,4,196,396,3,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Mantrijeron,1050000000,3,46,123,2,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Mantrijeron,850000000,2,57,100,1,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Wirobrajan,4400000000,7,549,526,5,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Mantrijeron,910000000,3,90,114,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Gondokusuman,265090000,2,30,86,1,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,N,N
Tegalrejo,1250000000,4,183,105,3,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Tegalrejo,1290000000,4,103,107,3,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,2100000000,6,214,358,4,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Tegalrejo,9300000000,5,504,526,4,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,1600000000,10,350,450,6,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,Y,N,N,N
Yogyakarta,1600000000,3,74,101,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Mergangsan,2700000000,4,200,365,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Wirobrajan,2500000000,1,150,76,3,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,Y,N,N,Y,N
Umbulharjo,1850000000,4,175,125,4,N,N,N,N,N,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,N
Gedong Tengen,1600000000,3,80,100,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,1650000000,4,150,200,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,29500000000,4,400,2600,6,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,N
Wirobrajan,3500000000,4,110,150,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,600000000,3,110,110,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Pakualaman,37000000000,8,1500,2500,7,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Tegalrejo,1400000000,3,100,198,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Gondomanan,28000000000,10,600,576,7,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,Y,N,N,N,Y,Y,Y,Y
Mergangsan,7500000000,4,350,722,3,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,Y,Y,Y,Y
Yogyakarta,1850000000,4,175,125,3,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,Y,N
Umbulharjo,3000000000,6,300,440,4,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,N
Yogyakarta,1950000000,11,200,150,11,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,3000000000,13,250,136,13,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Gondokusuman,1200000000,3,100,115,2,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N
Mantrijeron,12000000000,7,700,500,8,N,N,Y,N,N,Y,N,N,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y
Kotagede,3700000000,7,584,364,6,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,2500000000,10,206,220,5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Kraton,1400000000,6,200,243,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Wirobrajan,2600000000,4,302,165,4,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,3000000000,11,300,376,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,1210000000,2,62,60,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N
Tegalrejo,14999000000,7,850,1000,7,N,N,Y,N,N,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,N,N
Umbulharjo,1200000000,3,78,108,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
Wirobrajan,423000000,3,45,81,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Jetis,508000000,3,63,115,1,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,Y,Y,Y
Mantrijeron,1290000000,4,102,109,3,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Gondokusuman,3100000000,4,200,263,3,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,Y,Y,Y,Y
Umbulharjo,2700000000,9,250,414,7,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N
Mergangsan,1200000000,3,78,115,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
Kraton,7000000000,23,597,585,16,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Mantrijeron,695000000,2,50,80,1,N,N,Y,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,2600000000,4,300,160,4,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Mantrijeron,950000000,3,50,98,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N
Gondokusuman,13000000000,4,200,425,4,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N
Kotagede,3500000000,13,543,423,8,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Jetis,3900000000,20,400,261,6,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N
Mantrijeron,1275000000,2,90,135,1,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N
Mantrijeron,4000000000,6,250,600,8,N,N,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y
Wirobrajan,3000000000,4,206,213,3,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Tegalrejo,2900000000,7,263,325,5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Mantrijeron,1000000000,2,55,125,2,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,Y,Y,Y
Gondokusuman,2670000000,5,210,189,4,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N
Umbulharjo,1200000000,10,158,228,5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,2150000000,6,200,200,4,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,N
Umbulharjo,2100000000,3,250,335,3,N,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y
Umbulharjo,2100000000,4,195,133,3,N,N,N,N,N,Y,N,N,Y,N,Y,N,N,Y,N,N,N,Y,Y,Y,Y
Umbulharjo,7000000000,15,700,300,20,N,N,Y,N,N,N,Y,N,N,Y,Y,N,N,N,N,Y,Y,Y,Y,N,Y
Umbulharjo,3500000000,4,300,403,2,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N
Kotagede,1200000000,10,100,111,10,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,Y,N,N
Mantrijeron,1250000000,3,120,80,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Kotagede,3700000000,7,582,359,6,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,4400000000,7,550,525,5,N,N,Y,Y,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,395000000,2,36,90,1,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,Y,N
Yogyakarta,700000000,3,80,104,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Mergangsan,1700000000,4,200,400,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Kraton,670000000,2,65,88,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,2500000000,4,150,123,2,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,Y,N,N
Umbulharjo,1200000000,5,125,115,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,2900000000,11,595,889,4,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,900000000,4,100,114,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,2900000000,6,252,144,6,N,N,Y,N,N,Y,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,Y,N
Yogyakarta,2000000000,4,134,127,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,2600000000,10,300,225,9,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,1900000000,3,130,113,4,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,860000000,3,80,65,2,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y
Wirobrajan,5000000000,2,150,260,1,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Yogyakarta,498000000,3,45,83,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Umbulharjo,6000000000,8,380,315,5,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Pakualaman,5500000000,3,400,699,3,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Tegalrejo,1000000000,4,140,95,2,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
